id	style	word
PWN:flood.n.01		inundo
PWN:floor.n.01		planko
PWN:flour.n.01		faruno
PWN:flower.n.02		floro
PWN:fly.n.01		muŝo
PWN:fly.v.01		flugi
PWN:fog.n.01		nebulo
PWN:following.s.02		posta, sekvanta
PWN:foolish.a.01		malsaĝa, stulta
PWN:foot.n.01		piedo
PWN:footing.n.02		bazo, fundamento
PWN:forbid.v.01		malpermesi
PWN:force.n.02		forto
PWN:forest.n.01		arbaro, forsto
PWN:forget.v.02		forgesi
PWN:forgive.v.01		pardoni
PWN:fork.n.01		forko
PWN:four.s.01		kvar
PWN:fox.n.01		vulpo
PWN:framework.n.03		kadro
PWN:free.a.01		libera
PWN:frequently.r.01		ofte
PWN:fresh.s.08		mallaca, vigla
PWN:friday.n.01		vendredo
PWN:friend.n.01		amiko
PWN:frog.n.01		rano
PWN:fruit.n.01		frukto
PWN:full.a.01		plena
PWN:fundamental_law.n.01		statuto
PWN:furniture.n.01		mebloj
PWN:garden.n.01		ĝardeno
PWN:garlic.n.01		ajlo
PWN:garment.n.01		vestaĵo
PWN:gate.n.01		pordo
PWN:gear.n.01		dentradaro
PWN:gene.n.01		geno
PWN:gentle.s.01		milda, afabla
PWN:gesticulate.v.01		gesti
PWN:get.v.01		akiri
PWN:get_down.v.07		komenci, komenciĝi
PWN:ghost.n.03		spirito
PWN:ginger.n.01		zingibro
PWN:ginseng.n.01		ginsengo
PWN:give.v.01		doni
PWN:glass.n.01		vitro
PWN:glove.n.02		ganto
PWN:glowworm.n.01		lampiro
PWN:goat.n.01		kapro
PWN:gold.n.03		oro
PWN:good.a.01		bona
PWN:gourd.n.03		kukurbo
PWN:government.n.01		registaro
PWN:grain.n.08		greno, cerealo
PWN:grandfather.n.01		avo
PWN:grandma.n.01		avino
PWN:grape.n.01		vinbero
PWN:grass.n.01		herbo, graminoj
PWN:grasshopper.n.01		akrido, lokusto
PWN:grateful.a.01		danka
PWN:gravity.n.01		gravito, pezoforto
PWN:green.s.01		verda
PWN:grey.s.01		griza
PWN:group.n.01		grupo
PWN:guard.v.01		gardi
PWN:guilty.a.01		kulpa
PWN:gun.n.01		pafilo
PWN:habit.n.01		kutimo
PWN:hail.n.01		hajlo
PWN:hammer.n.02		martelo
PWN:hand.n.01		mano
PWN:handle.n.01		tenilo
PWN:happen.v.01		okazi
PWN:happy.a.01		feliĉa
PWN:hark_back.v.01		reveni, revenigi, reiri
PWN:harness.n.01		jungilaro
PWN:hat.n.01		ĉapelo
PWN:hate.v.01		malami
PWN:have.v.01		havi, posedi
PWN:head.n.01		kapo
PWN:head_covering.n.01		vualo
PWN:healthy.a.01		sana
PWN:hear.v.01		aŭdi
PWN:heart.n.02		koro
PWN:heat.n.01		varmo
PWN:heaven.n.02		ĉielo
PWN:heel.n.02		kalkano
PWN:helix.n.01		helico
PWN:hell.n.04		inferno
PWN:helmet.n.02		kasko
PWN:help.v.01		helpi
PWN:here.r.01		ĉi tie, ĉi tien
PWN:hermit.n.02		ermito
PWN:hide.n.02		haŭto
PWN:hide.v.01		kaŝi
PWN:hill.n.01		monteto
PWN:hinge.n.01		ĉarniro
PWN:hip.n.01		kokso
PWN:hoe.n.01		sarkilo
PWN:hog.n.03		porko
PWN:hold.v.02		teni
PWN:holy.a.01		sankta
PWN:honor.v.01		rekompenci
PWN:hook.n.05		hoko
PWN:hope.v.02		esperi
PWN:horn.n.02		korno
PWN:horse.n.01		ĉevalo
PWN:hospital.n.01		malsanulejo, hospitalo
PWN:hot.a.01		varmega
PWN:hotel.n.01		hotelo, gastejo
PWN:hour.n.01		horo
PWN:house.n.01		domo
PWN:hundred.s.01		cent
PWN:hunt.v.01		ĉasi
PWN:husband.n.01		edzo
PWN:idea.n.01		ideo, koncepto
PWN:ill.a.01		malsana
PWN:independent.a.01		sendependa
PWN:indicate.v.02		montri, vidigi
PWN:individual.n.02		unuopulo, individuo
PWN:influenza.n.01		gripo
PWN:injure.v.01		damaĝi, difekti, vundi
PWN:innocent.a.01		senkulpa
PWN:insect.n.01		insekto
PWN:interest.n.01		intereso
PWN:international.a.01		internacia
PWN:internet.n.01		reto
PWN:intestine.n.01		intesto
PWN:intoxicated.a.01		ebria
PWN:iris.n.02		iriso
PWN:iron.n.01		fero
PWN:island.n.01		insulo
PWN:jacket.n.01		jako
PWN:jade.n.01		jado
PWN:january.n.01		januaro
PWN:jar.n.01		poto
PWN:jean.n.01		ĝinzo
PWN:jersey.n.03		T-ĉemizo, to-ĉemizo
PWN:job.n.02		tasko
PWN:july.n.01		julio
PWN:jump.v.01		salti
PWN:june.n.01		junio
PWN:jury.n.01		ĵurio
PWN:keep.v.03		reteni
PWN:kelp.n.01		fuko
PWN:key.n.01		ŝlosilo
PWN:kick.v.01		piedbati
PWN:kidney.n.01		reno
PWN:kill.v.01		mortigi
PWN:king.n.01		reĝo
PWN:knee.n.01		genuo
PWN:knife.n.01		tranĉilo
PWN:knife.v.01		piki
PWN:knob.n.02		tubero
PWN:know.v.01		scii (be aware of), koni (be acquainted with)
PWN:ladder.n.01		ŝtupetaro
PWN:lake.n.01		lago
PWN:lamp.n.01		lampo
PWN:land.n.04		tero
PWN:large.a.01		granda
PWN:last.a.02		fina, lasta
PWN:late.r.01		malfrua, malfrue
PWN:laugh.v.01		ridi
PWN:law.n.01		leĝo
PWN:lead.n.02		plumbo
PWN:lead.v.01		gvidi, konduki
PWN:leader.n.01		estro
PWN:leaf.n.01		folio
PWN:learn.v.01		lerni, ekscii, informiĝi
PWN:leather.n.01		ledo
PWN:leg.n.02		kruro, gambo
PWN:lens.n.01		lenso
PWN:lentil.n.01		lento
PWN:letter.n.01		letero
PWN:lever.n.01		levstango
PWN:library.n.05		biblioteko
PWN:lid.n.02		kovrilo
PWN:lie.v.02		kuŝi
PWN:lie.v.05		mensogi
PWN:light.n.01		lumo
PWN:lightning.n.01		fulmo
PWN:lion.n.01		leono
PWN:lip.n.01		lipo
PWN:little.a.02		iomete (da)
PWN:liver.n.01		hepato
PWN:lizard.n.01		lacerto
PWN:lock.n.01		seruro
PWN:loft.n.02		subtegmento
PWN:long.a.02		longa
PWN:long.r.01		longa, longdaŭra
PWN:long_ago.r.01		antaŭlonge
PWN:look.v.01		rigardi
PWN:loom.n.01		teksilo
PWN:lose.v.01		perdi
PWN:love.v.03		ami
PWN:lung.n.01		pulmo
PWN:machine.n.01		maŝino
PWN:magic.n.01		magio, sorĉarto
PWN:magnet.n.01		magneto
PWN:make.v.01		fari
PWN:make.v.03		krei, estigi
PWN:male.s.03		vira
PWN:male_child.n.01		knabo
PWN:man.n.01		viro
PWN:mandarin.n.01		mandarino
PWN:mantis.n.01		manto
PWN:many.a.01		multaj
PWN:maple.n.02		acero
PWN:march.n.01		marto
PWN:marijuana.n.01		mariĥuano
PWN:marketplace.n.02		bazaro
PWN:marriage.n.01		edzeco
PWN:match.n.01		alumeto
PWN:may.n.01		majo
PWN:mayor.n.01		urbestro
PWN:meet.v.09		renkonti
PWN:melt.v.01		fandi, fandiĝi
PWN:member.n.01		ano
PWN:merely.r.01		sole
PWN:method.n.01		metodo, maniero
PWN:microscope.n.01		mikroskopo
PWN:military.a.01		milita
PWN:milk.n.01		lakto
PWN:mill.n.04		muelejo
PWN:mind.n.01		menso
PWN:mint.n.02		mento
PWN:minute.n.01		minuto
PWN:miracle.n.01		miraklo
PWN:mirror.n.01		spegulo
PWN:miss.n.03		fraŭlino
PWN:miss.v.06		malhavi, manki
PWN:mister.n.01		sinjoro
PWN:molecule.n.01		molekulo
PWN:moment.n.01		momento
PWN:monday.n.01		lundo
PWN:money.n.01		mono
PWN:monkey.n.01		simio
PWN:moon.n.01		luno
PWN:more.a.02		pli, plimulte
PWN:morning.n.01		mateno, antaŭtagmezo
PWN:morning_glory.n.01		ipomeo
PWN:mosquito.n.01		moskito
PWN:mother.n.01		patrino
PWN:motorcycle.n.01		motorciklo
PWN:mountain.n.01		monto
PWN:mouse.n.01		muso
PWN:mouth.n.01		buŝo
PWN:mrs.n.01		sinjorino
PWN:much.a.01		multe (da), multo
PWN:muscle.n.01		muskolo
PWN:mushroom.n.05		fungo
PWN:mustard.n.01		mustardo
PWN:nail.n.01		ungo
PWN:nail.n.02		najlo
PWN:nature.n.03		naturo
PWN:navel.n.01		umbiliko
PWN:necessary.a.01		necesa, bezonata
PWN:neck.n.01		kolo, nuko
PWN:necktie.n.01		kravato
PWN:need.v.03		bezoni
PWN:needle.n.03		kudrilo, nadlo
PWN:negative.s.08		negativa
PWN:neon.n.01		neono
PWN:nerve.n.01		nervo
PWN:nest.n.01		nesto, kuŝejo, bestoloĝejo
PWN:neuter.s.02		neutra
PWN:never.r.01		neniam
PWN:new.a.01		nova
PWN:news.n.01		novaĵoj, informoj
PWN:newspaper.n.01		ĵurnalo
PWN:night.n.01		nokto
PWN:nine.s.01		naŭ
PWN:nitrogen.n.01		nitrogeno
PWN:noise.n.01		bruo
PWN:noon.n.01		tagmezo
PWN:north.n.03		nordo
PWN:nose.n.01		nazo
PWN:not.r.01		ne
PWN:november.n.01		novembro
PWN:now.r.04		nun, nuntempe
PWN:nut.n.01		nukso
PWN:oak.n.02		kverko
