id	style	word	transcription	etymology
Emotion:surprised.A		pū`iwa		
Emotion:want.V		makemake		
Family:ancestors.N		kūpuna		
Family:aunt.N		`anakē		eng:aunt/aunty
Family:brother.N		kaikaina		
Family:brother.N		kaikua`ana		
Family:brother.N		kaikunāne		
Family:child-in-law.N		hūnōna		
Family:child.N		keiki		
Family:cousin.N		hoahānau		
Family:daughter.N		kaikamahine		
Family:descendant.N		mo`opuna		
Family:divorce.N		`oki male		
Family:family.N		`ohana		
Family:father.N		makuakāne		
Family:grandchild.N		mo`opuna		
Family:granddaughter.N		mo`opuna		
Family:grandfather.N		kupuna kāne		
Family:grandmother.N		kupuna wahine		
Family:grandparents.N		kūpuna		
Family:grandson.N		mo`opuna		
Family:husband.N		kāne		
Family:married man.N		kāne (2)		
Family:married woman.N		wahine (2)		
Family:marry.V		male		eng:marry
Family:mother.N		makuahine		
Family:nephew.N		`ohana keiki		
Family:niece.N		`ohana keiki		
Family:older brother.N		kaikua`ana		
Family:older brother.N		kaikunāne		
Family:older sibling.N		hānau mua		
Family:older sister.N		kaikua`ana		
Family:older sister.N		kaikuahine		
Family:orphan.N		keiki makua `ole		
Family:parents.N		mākua		
Family:relatives.N		`ohana		
Family:sibling-in-law.N		ko`eke		
Family:sibling.N		hānau mua		
Family:sibling.N		pōki`i		
Family:sister.N		kaikaina		
Family:sister.N		kaikua`ana		
Family:sister.N		kaikuahine		
Family:son.N		keiki kāne		
Family:spouse.N		`epukane		fra:époux
Family:stepdaughter.N		keiki hānai		
Family:stepfather.N		makua kāne kōlea		
Family:stepmother.N		makuahine kōlea		
Family:stepson.N		keiki hānai		
Family:uncle.N		`anakala		eng:uncle
Family:wedding.N		male `ana		
Family:widow.N		wahine kāne make		
Family:widower.N		kāne wahine make		
Family:wife.N		wahine		
Family:younger brother.N		kaikaina		
Family:younger sibling.N		pōki`i		
Family:younger sister.N		kaikaina		
Food:Camellia sinensis.N		kī (1)		eng:tea
Food:Coffea.N		kope (2)		eng:coffee
Food:Ficus carica.N		piku		eng:fig
Food:Malus domestica.N		poma		fra:pomme
Food:Musa acuminata.N		mai`a		
Food:NaCl.N		pa`akai		
Food:bake.V		`oma		eng:oven
Food:bread.N		palaoa		eng:flour
Food:candy.N		kanakē		eng:candy
Food:cream.N		kalima		eng:cream
Food:dinner.N		`aina ahiahi		
Food:fermented alcohol.N		`alekohola		eng:alcohol
Food:flour.N		palaoa		eng:flour
Food:sausage.N		na`aukake		
Food:soup.N		paila (1)		eng:boil
Food:spoon.N		puna (2)		eng:spoon
Food:supper.N		`aina ahiahi		
Form:bend.V		pelu		
Function:1PL EXCL.PRO		mākou		
Function:1PL EXCL.PRO		māua		
Function:1PL INCL.PRO		kākou		
Function:1PL INCL.PRO		kāua		
Function:1PL.PRO		kākou		
Function:1PL.PRO		kāua		
Function:1PL.PRO		mākou		
Function:1PL.PRO		māua		
Function:1SG.PRO		wau		
Function:2PL.PRO		`olua		
Function:2PL.PRO		`oukou		
Function:2SG.PRO		`oe		
Function:3PL.PRO		lākou		
Function:3PL.PRO		lāua		
Function:3SG INAN.PRO		ia		
Function:3SG M.PRO		ia		
Function:3SG.PRO		ia		
Function:and.CNJ		a		
Function:and.CNJ		a me		
Function:here.ADV		`ane`i		
Function:how many pieces.PRO		`ehia		
Function:how much.PRO		`ehia		
Function:how.PRO		pehea		
Function:if.CNJ		inā		
Function:not.PTCL		`ole		
Function:nothing.PRO		`ole		
Function:or.CNJ		o		
Function:other.PRO		`ē a`e		
Function:that.PRO		kēlā		
Function:that.PRO		kēnā		
Function:there.ADV		laila		
Function:this.PRO		kēia		
Function:what.PRO		aha		
Function:when.PRO		ināhea		
Function:when.PRO		āhea		
Function:where.PRO		hea (1)		
Function:which.PRO		hea (1)		
Function:who.PRO		wai (2)		
Function:why.PRO		aha		
Function:yes.PTCL		`ae		
Grooming:bracelet.N		apo lima		
Grooming:brush.N		palaki		eng:brush
Grooming:comb.N		kahi (2)		
Grooming:earring.N		kulapepeiao		
Grooming:mirror.N		aniani		
Grooming:necklace.N		lei		
Grooming:ointment.N		mea hamo		
Grooming:ornament.N		wehi		
Grooming:razor.N		pahi `umi`umi		
Grooming:ring.N		komo (2)		
Grooming:soap.N		kopa		eng:soap
Grooming:tattoo.N		uhi (1)		
Handiwork:adze.N		ko`i		
Handiwork:anvil.N		kua hao		
Handiwork:axe.N		ko`i		
Handiwork:blacksmith.N		ku`i hao		
Handiwork:bore.V		hou (2)		
Handiwork:braid or weave.V		ulana		
Handiwork:carpenter.N		kamanā		
Handiwork:carve.V		kālai		
